latitude,longitude,name
33.30012,-117.24216,338
33.29867,-117.24238,339
33.29813,-117.24255,340
33.29735,-117.24286,341
33.2971,-117.24292,342
33.29668,-117.24294,343
33.29605,-117.24276,344
33.29564,-117.24274,345
33.29536,-117.24279,346
33.29507,-117.24285,347
33.29493,-117.24299,348
33.29481,-117.24315,349
33.29464,-117.24317,350
33.29429,-117.24301,351
33.29404,-117.24298,352
33.29389,-117.24308,353
33.29378,-117.24317,354
33.29367,-117.24322,355
33.29359,-117.24313,356
33.29317,-117.24155,357
33.29312,-117.2412,358
33.29318,-117.2408,359
33.29313,-117.24051,360
33.29296,-117.24008,361
33.29281,-117.23949,362
33.29269,-117.2391,363
33.29252,-117.23874,364
33.29254,-117.23797,365
33.2928,-117.23719,366
33.29321,-117.23655,367
33.29343,-117.23573,368
33.29332,-117.23534,369
33.29302,-117.23519,370
33.29245,-117.2351,371
33.29179,-117.23488,372
33.29116,-117.23439,373
33.29054,-117.23408,374
33.29032,-117.23383,375
33.2902,-117.23354,376
33.2896,-117.23084,377
33.28939,-117.22785,378
33.28888,-117.22587,379
33.28866,-117.22496,380
33.28788,-117.22268,381
33.28753,-117.22142,382
33.28755,-117.22102,383
33.28772,-117.22074,384
33.28806,-117.2205,385
33.2884,-117.22017,386
33.28866,-117.21977,387
33.28911,-117.21852,388
33.28961,-117.2174,389
33.29012,-117.21648,390
33.29026,-117.21586,391
33.29036,-117.21511,392
33.29033,-117.21442,393
33.29022,-117.21387,394
33.28995,-117.21322,395
33.2886,-117.21112,396
33.28822,-117.21068,397
33.28743,-117.20996,398
33.28663,-117.20922,399
33.28627,-117.20881,400
33.28483,-117.20628,401
33.28421,-117.20508,402
33.28398,-117.20456,403
33.28313,-117.20209,404
33.28276,-117.20028,405
33.28243,-117.19852,406
33.28238,-117.19749,407
33.28237,-117.19643,408
33.28236,-117.19586,409
33.28227,-117.19567,410
33.28207,-117.19549,411
